token,count,trait,canonical,how,examples
枝條及枝軸直徑約2mm,1,,,UNMAPPED,輻毛藻
枝條及枝軸表面具有規則排列的環狀硬毛,1,,,UNMAPPED,輻毛藻
枝條呈叉狀分枝且一側可能停止生長,1,,,UNMAPPED,小毛孢藻
枝條呈叉狀分枝基部較寬且漸窄,1,,,UNMAPPED,雙叉網地藻
枝條呈叉狀分枝表面平滑無毛且分叉處無鈣化,1,,,UNMAPPED,脆枝蔽果藻
枝條呈叉狀或三叉狀分枝具有些許鈣化,1,,,UNMAPPED,絨毛乳節藻
枝條呈圓柱狀或略呈扁平末端漸細並具有二叉狀的小枝,1,,,UNMAPPED,毛孢藻
枝條呈圓錐狀分枝頂端無鈣化,1,,,UNMAPPED,波氏粉枝藻
枝條呈現不規則叉狀分枝,1,,,UNMAPPED,交織松藻
枝條呈現不規則的叉狀分枝直徑多數相等,1,,,UNMAPPED,雞冠藻
枝條呈現叉狀分枝,1,,,UNMAPPED,平鋪網地藻
枝條呈羽狀分枝對生或次對生排列,1,leaf_arrangement,opposite,contains:對生,紅羽凹頂藻
枝條呈羽狀或不規則分枝,1,,,UNMAPPED,東方粉枝藻
枝條和體型較相似種硬粉枝藻更大,1,,,UNMAPPED,彭苞粉枝藻
枝條圓柱狀且彼此錯綜糾結,1,,,UNMAPPED,巢沙菜
枝條圓柱狀且無明顯主軸,1,,,UNMAPPED,日本沙菜
枝條基部呈楔形,1,leaf_base,cuneate,rule:base,扇繖藻
枝條寬約3～5mm厚度約100～140μm,1,,,UNMAPPED,亮帶網地藻
枝條尖端細狹呈批針狀且捲曲並向下攀附於基質上,1,,,UNMAPPED,中肉葉藻
枝條平坦或扁平質地革狀且具韌性,1,,,UNMAPPED,雞冠藻
枝條從各方向發出,1,,,UNMAPPED,粗枝軟骨藻
枝條扁平且呈現叉狀分枝,1,,,UNMAPPED,緣乳節藻
枝條扁平呈不規則叉狀分枝,1,,,UNMAPPED,扇形擬伊谷藻
枝條扁平呈盤狀具分節且節間無鈣化,1,,,UNMAPPED,盤狀仙掌藻
枝條扁平帶有中肋和葉尖,1,,,UNMAPPED,唇孢藻
枝條末端呈弓狀彎曲,1,,,UNMAPPED,弓龍鬚菜
枝條末端變尖似鹿角狀帶有少數或多數刺狀小枝,1,,,UNMAPPED,鹿角沙菜
枝條柔軟下垂形成優美的姿態,1,,,UNMAPPED,垂榕
枝條直徑約25～60微米,1,,,UNMAPPED,三角黑頂藻
枝條直徑約300微米,1,,,UNMAPPED,帚狀綠毛藻
枝條短而寬厚具齒狀邊緣,1,,,UNMAPPED,麒麟龍鬚菜
枝條禿淨,1,,,UNMAPPED,松田氏冬青
枝條細直下垂,1,,,UNMAPPED,長葉垂榕
枝條表面具有規則的節線,1,,,UNMAPPED,緣乳節藻
枝條表面覆蓋著乳頭狀的小枝,1,,,UNMAPPED,乳頭軟骨凹頂藻
枝條表面覆蓋著密生的毛肉眼可見,1,,,UNMAPPED,絨毛乳節藻
枝條質地脆硬色澤呈黃色至青綠色,1,,,UNMAPPED,縊龍鬚菜
枝條質地軟骨質至堅硬且脆,1,,,UNMAPPED,弓龍鬚菜
枝條軟弱可伏臥地上或攀緣其他植物,1,,,UNMAPPED,苦藍盤
枝條間無細胞壁分隔,1,,,UNMAPPED,羽藻
枝條頂端具明顯勾狀,1,,,UNMAPPED,日本沙菜
枝條頂端向腹面彎曲,1,,,UNMAPPED,柔弱捲枝藻
枝條頂端呈圓鈍狀,1,,,UNMAPPED,小毛孢藻
枝條頂端圓鈍,1,,,UNMAPPED,平鋪網地藻
枝條頂端圓鈍且直徑大小幾近相等,1,,,UNMAPPED,擬日本鮮奈藻
枝條頂端細胞不均勻分裂常偏向一側,1,,,UNMAPPED,羽狀喜毛藻
枝條頂端膨大形成囊狀泡頂端稍凹陷,1,,,UNMAPPED,頂囊藻
枝條顏色呈黃棕色,1,,,UNMAPPED,小毛孢藻
枝條高度鈣化乾燥時易脆呈灰白色,1,,,UNMAPPED,波氏粉枝藻
枝狀分枝呈現叉狀或不規則向上逐漸繁密形成扇形,1,,,UNMAPPED,匍匐擬石花藻
枝端葉片叢生,1,leaf_arrangement,basal,contains:叢生,欖李
枝端葉腋開花,1,,,UNMAPPED,美人樹
枝節呈叉狀或三叉狀分枝寬可達3公分長2公分,1,,,UNMAPPED,盤狀仙掌藻
枝節外觀呈圓盤狀半圓形或樑形,1,,,UNMAPPED,大葉仙掌藻
枝節重度鈣化且呈現扁平分節狀外形為緞帶狀卵圓形或耳朵狀,1,,,UNMAPPED,仙掌藻
枝葉半圓至寬卵形齒稀疏且寬短,1,,,UNMAPPED,王氏羽蘚
枝葉呈現縱向裂葉狀,1,leaf_margin,lobed,rule:margin,哈維圈扇藻
枝葉帶有細小三角形齒狀邊緣齒數眾多19-33枚,1,,,UNMAPPED,德拉瓦羽蘚
枝葉形成扇形結構並覆蓋毛髮,1,,,UNMAPPED,哈維圈扇藻
枝葉茂密,1,,,UNMAPPED,臺東漆
枝葉頂端內捲並含有叉狀分枝的毛,1,,,UNMAPPED,尖葉內捲藻
枝軸上分枝鬆散且互生並有小而螺旋狀的刺狀小枝,1,leaf_arrangement,alternate,contains:互生,穗狀刺枝藻
枝軸上的側枝反覆叉狀分枝,1,,,UNMAPPED,瘤枝藻
枝軸具有4個圍軸細胞,1,,,UNMAPPED,菱藻
枝軸分枝互生且具有刺狀小枝不具勾狀小枝,1,leaf_arrangement,alternate,contains:互生,裸乾沙菜
枝軸及側枝呈現多管型細胞節明顯,1,,,UNMAPPED,球枝藻
枝軸及枝條呈扁平狀,1,,,UNMAPPED,波狀軟骨凹頂藻
枝軸及枝條呈現縮縊或不具縮縊的形態同一植株上可同時出現兩種形態,1,,,UNMAPPED,縊龍鬚菜
枝軸呈圓柱狀至扁平帶有羽狀排列的小枝,1,,,UNMAPPED,細齒麒麟藻
枝軸呈現多軸型且羽狀分佈,1,,,UNMAPPED,海膜
枝軸和側枝呈三向分枝頂端分枝尤為明顯,1,,,UNMAPPED,岡村凹頂藻
枝軸圓柱狀且堅硬呈叉狀分枝分叉處稍呈縮縊,1,,,UNMAPPED,鈍乳節藻
枝軸圓柱狀直徑約3mm側枝和短小的小枝由各方向生出,1,,,UNMAPPED,脆硬軟骨凹頂藻
枝軸寬且呈圓柱狀直徑約05～15mm,1,,,UNMAPPED,絨毛乳節藻
枝軸平坦且寬約2～3mm,1,,,UNMAPPED,太平洋石花菜
枝軸扁平狀分枝叉狀或不規則,1,,,UNMAPPED,多氏軟骨凹頂藻
枝軸末端具玫瑰瓣叢可達3公分寬,1,,,UNMAPPED,聚繖深旋花藻
枝軸無皮質化並有輪生的小枝系,1,leaf_arrangement,whorled,contains:輪生,日本島種軟毛藻
枝軸的細胞節產生6個圍軸細胞,1,,,UNMAPPED,羽狀喜毛藻
枝軸直徑約1～2毫米圓柱狀,1,,,UNMAPPED,長枝沙菜
枝軸直徑約2～5微米呈圓形或針形,1,,,UNMAPPED,粗壯紅翎藻
枝軸粗壯且高度皮質化呈現圓柱狀,1,,,UNMAPPED,猩紅斜網藻
枝軸藉由腹面附著器吸附於基質上不易拔取,1,,,UNMAPPED,雙叉石花菜
枝頂具金字塔型毛絲體內彎,1,,,UNMAPPED,穗狀刺枝藻
枯萎後基部膨大部份殘留並成串相連,1,,,UNMAPPED,黑珠蒿
柄具有環形的縮縊,1,,,UNMAPPED,東方地枝藻
柄呈不規則分枝狀,1,,,UNMAPPED,厚壁葡萄藻
柄通常被附生生物覆蓋,1,,,UNMAPPED,東方地枝藻
柄部鈣化,1,,,UNMAPPED,琉球傘藻
柄部高度可達10cm以上直徑約400～650μm,1,,,UNMAPPED,琉球傘藻
柑果,1,,,UNMAPPED,柳橙
柑果分裂,1,,,UNMAPPED,佛手
染色植物,1,,,UNMAPPED,藍葉藤
柔弱多汁的草本,1,,,UNMAPPED,盤花麻屬
柔毛小枝,1,,,UNMAPPED,臺灣天仙果
柔毛葉背,1,,,UNMAPPED,青皮樹
柔毛葉面,1,,,UNMAPPED,柿仔
柔軟下垂側枝,1,,,UNMAPPED,羽裂福祿桐
柔軟下垂枝條,1,,,UNMAPPED,金粟蘭
柔軟枝條,1,,,UNMAPPED,夜來香
柔軟的枝條通常具有柔軟的毛,1,,,UNMAPPED,柳屬
柔軟的莖和葉子,1,,,UNMAPPED,落葵
柔軟的莖部,1,,,UNMAPPED,金魚藻屬
柔軟莖,1,,,UNMAPPED,黃金葛
柱狀突起短小,1,,,UNMAPPED,短柱山茶
柱頭呈圓盤狀,1,,,UNMAPPED,罌粟屬
柱頭數量：2或3,1,,,UNMAPPED,荸薺屬
柱頭頭狀,1,,,UNMAPPED,拉拉櫻花
柳葉狀的葉片是其最顯著的特徵,1,,,UNMAPPED,柳葉山茶
栓皮,1,,,UNMAPPED,胭脂樹
栓皮明顯且厚重是其最顯著的特徵,1,,,UNMAPPED,栓皮櫟
株高05–15米,1,,,UNMAPPED,野牡丹
株高差異大,1,,,UNMAPPED,黛粉葉
株高變化大25-90公分,1,,,UNMAPPED,金光菊
核果倒卵形徑15公分,1,fruit_shape,ovoid,rule:fruit,苦藍盤
核果具背腹脊,1,,,UNMAPPED,櫸樹
核果卵形且有三稜,1,fruit_shape,ovoid,rule:fruit,水青岡屬
核果橙黃色,1,,,UNMAPPED,石朴
核果的果實類型,1,,,UNMAPPED,防己科
根上的根毛宿存,1,,,UNMAPPED,羽葉滿江紅
根冠銳尖且彎曲,1,,,UNMAPPED,青萍
根基部之鞘具翼,1,,,UNMAPPED,青萍
根莖,1,,,UNMAPPED,吊蘭
根莖入藥,1,,,UNMAPPED,漢防己
根莖多肉質,1,leaf_texture,succulent,rule:texture,蛤蟆秋海棠
根莖性秋海棠,1,,,UNMAPPED,蛤蟆秋海棠
根莖橫走,1,,,UNMAPPED,馬來刺子莞
根莖發達,1,,,UNMAPPED,台灣蘆竹
根莖發達程度：不發達或短橫走,1,,,UNMAPPED,黑珠蒿屬
根莖短或不發達,1,,,UNMAPPED,飄拂草屬
根莖粗壯具明顯節點,1,,,UNMAPPED,五葉黃連
根莖粗壯木質,1,,,UNMAPPED,單葉鹹草
根莖粗壯短小,1,,,UNMAPPED,水毛花
根莖粗壯短橫走,1,,,UNMAPPED,黑珠蒿
根莖長橫走或斜生質地與稈相似,1,,,UNMAPPED,紅鱗扁莎
根部具有毛狀結構,1,,,UNMAPPED,泰來藻
格質葉面,1,,,UNMAPPED,珊瑚樹
栽培歷史悠久廣泛分布於亞洲地區,1,,,UNMAPPED,稻
桃紅/粉紅/紫紅色花色,1,,,UNMAPPED,千屈菜
桃紅色/粉紅色花,1,,,UNMAPPED,鴨跖草
桃紅色或白色花色,1,,,UNMAPPED,香水百合
桃紅色斑紋,1,,,UNMAPPED,霓虹莧
桃紅色至粉紅色花色,1,,,UNMAPPED,紅花蘆莉
桃紅色花朵,1,,,UNMAPPED,紅脣花
桃紅色重瓣花朵,1,,,UNMAPPED,匍枝霞草
桃紅花,1,,,UNMAPPED,朱槿
桑葉狀葉形,1,,,UNMAPPED,威氏鐵莧
桿圓柱狀長20-60公分,1,,,UNMAPPED,燈心草
條裂狀果實,1,,,UNMAPPED,蘭嶼肉豆蔻
梨形漿果,1,,,UNMAPPED,佛手瓜
棉毛,1,,,UNMAPPED,布氏稠李
棉絮種子,1,,,UNMAPPED,木棉
棒狀葉形,1,,,UNMAPPED,錦蝶
棕紅色花,1,,,UNMAPPED,寬翼豆
棕色細毛stem,1,,,UNMAPPED,矢竹仔
棕色細毛稈,1,,,UNMAPPED,箭竹
棕色細毛籜面,1,,,UNMAPPED,矢竹仔
棕色鬚毛籜耳,1,,,UNMAPPED,桶仔竹
棕褐色柔毛,1,,,UNMAPPED,烏刺仔
棘刺果實,1,,,UNMAPPED,小花黃蟬
棘刺蒴果,1,,,UNMAPPED,黃蟬
棘狀托葉,1,,,UNMAPPED,飄香藤
棘狀枝,1,,,UNMAPPED,石榴
植株低矮匍匐,1,,,UNMAPPED,伏莖紫蓳
植株低矮通常不超過20公分,1,,,UNMAPPED,光葉粟米草
植株全體密被毛,1,,,UNMAPPED,南湖毛茛
植株具明顯毛茸茸質感,1,,,UNMAPPED,粗毛柃木
植株具有強烈的酸味,1,,,UNMAPPED,酸模
植株具有腔室或空隙的藻體結構,1,,,UNMAPPED,中葉藻
植株叢生高度約20-30公分,1,leaf_arrangement,basal,contains:叢生,鹽定
植株呈叢生狀,1,leaf_arrangement,basal,contains:叢生,草珊瑚
植株呈平臥狀亞羽狀分枝,1,,,UNMAPPED,擬油苔
植株呈現雌雄異株的現象,1,,,UNMAPPED,孢子雙叉蘚
植株呈現黃色至黃綠色,1,,,UNMAPPED,黃色細鱗蘚
植株常呈蔓生狀態莖柔軟且多汁,1,,,UNMAPPED,馬鞍藤
植株形態為灌木狀高度可達180公分,1,,,UNMAPPED,冬青菊
植株形態較為緊湊,1,,,UNMAPPED,林投
植株直立,1,,,UNMAPPED,刺葉檜苔
植株矮小通常不高於膝蓋,1,,,UNMAPPED,細葉金絲桃
植株纖細,1,,,UNMAPPED,黃蓳
植株被毛,1,,,UNMAPPED,高山毛茛
植株通常低矮生長,1,,,UNMAPPED,絨毛蓼
植株通常懸垂於樹幹或樹枝呈著生狀態,1,,,UNMAPPED,鞭枝懸苔
植株通常為灌木或小喬木,1,,,UNMAPPED,台灣金絲桃
植株適應性強生長快速,1,,,UNMAPPED,戟葉蓼
植株雌雄異株,1,,,UNMAPPED,蛇蘚
植株頂端葉叢生傘狀,1,leaf_arrangement,basal,contains:叢生,東亞曲柄苔
植株顏色呈現白綠色,1,,,UNMAPPED,白葉鞭蘚Bazzania
植株體型小巧適合盆栽,1,,,UNMAPPED,小椒草
植株體型矮小,1,,,UNMAPPED,檜葉寄生
植株體型較小通常不高於30公分,1,,,UNMAPPED,刻葉紫蓳
植株體大小因水位深度而異,1,,,UNMAPPED,無尾水篩(瘤果簀藻)
植株體柔軟密生,1,,,UNMAPPED,蘇氏多色絹苔
植株體被毛,1,,,UNMAPPED,毛瘤鴨嘴草
植株高可達1米,1,,,UNMAPPED,漢防己
植株高大挺拔,1,,,UNMAPPED,白背櫟
植株高大陸稻,1,,,UNMAPPED,稻
植株高度可達1-3公尺,1,,,UNMAPPED,蘆葦
植株高度可達2–3公尺,1,,,UNMAPPED,苦檻藍
植株高度可達2公尺,1,,,UNMAPPED,鹵蕨(鬯蕨)
植株高度可達3–10公尺,1,,,UNMAPPED,五梨跤
植株高度極小通常在5mm以下,1,,,UNMAPPED,小鳳尾苔小室變種
植株高度矮小3-10公分,1,,,UNMAPPED,牛毛氈
植株高度矮小通常在7-30公分之間,1,,,UNMAPPED,小水莞
植株高度約20–30公分,1,,,UNMAPPED,鹽地鼠尾粟
植株高度約50-100公分,1,,,UNMAPPED,鹵蕨
植株高度通常在20-50厘米之間,1,,,UNMAPPED,五葉黃連
植株高度高大通常在15–3公尺之間,1,,,UNMAPPED,水燭
植物,1,,,UNMAPPED,八角蓮
植物名稱包含'豬母乳',1,,,UNMAPPED,黃果豬母乳
植物名稱為長戟葉蓼,1,,,UNMAPPED,長戟葉蓼
植物呈匍匐懸垂狀生長,1,,,UNMAPPED,粗枝蔓苔
植物呈食肉性以昆蟲為主要營養來源,1,,,UNMAPPED,茅膏菜屬
植物雌雄異株,1,,,UNMAPPED,堀川裂蘚
植物雌雄異株體型小型,1,,,UNMAPPED,堀川裂蘚
植物類型,1,,,UNMAPPED,菱形奴草
植物類型：屬於植物界,1,,,UNMAPPED,錐頭麻
植物體上可觀察到無性芽,1,,,UNMAPPED,瓦葉銀苔
植物體上散布歪卵狀囊囊口具2刺毛,1,,,UNMAPPED,絲葉狸藻(疣狸藻、球狸藻)
植物體上部深綠色基部褐色,1,,,UNMAPPED,劍葉舌葉苔
植物體上部黃綠色基部黑色,1,,,UNMAPPED,舌葉苔
植物體上部黃褐色且發亮下部黑褐色,1,,,UNMAPPED,日本粗枝苔
植物體具光澤,1,,,UNMAPPED, 曲枝平苔
植物體叢生且乾燥時葉片扭曲,1,leaf_arrangement,basal,contains:叢生,北方捲葉苔
植物體叢生樹生或石生,1,leaf_arrangement,basal,contains:叢生,複枝羽蘚
植物體呈不規則或近羽狀分枝,1,,,UNMAPPED,明葉苔
植物體呈匍匐不規則分枝狀灰綠色至黃綠色,1,,,UNMAPPED,刺毛裂萼蘚
植物體呈匍匐且懸垂狀生長,1,,,UNMAPPED,反葉粗蔓苔
植物體呈匍匐斜上生長,1,,,UNMAPPED,異枝砂苔
植物體呈厚草蓆狀群生於石灰岩等基質上,1,,,UNMAPPED,毛邊光萼蘚
植物體呈叢生形態,1,leaf_arrangement,basal,contains:叢生,扭柄苔
植物體呈叢生狀且體型較大,1,leaf_arrangement,basal,contains:叢生,澤苔
植物體呈堅挺黃綠色至褐綠色具有光澤,1,,,UNMAPPED,急尖耳平苔
植物體呈大型匍匐狀密分枝,1,,,UNMAPPED,美綠鋸苔
植物體呈大型叢生狀,1,leaf_arrangement,basal,contains:叢生,皺葉小石苔
植物體呈大型白綠色散生或疏叢生,1,leaf_arrangement,basal,contains:叢生,疣白髮苔
植物體呈大型紅棕色,1,,,UNMAPPED,大目擬扭葉苔
植物體呈大型黃綠至黃褐色且具有光澤,1,,,UNMAPPED,南方比賴苔
植物體呈小區塊狀生長於腐木上,1,,,UNMAPPED,雙齒鞭蘚Bazzania
植物體呈小型密生的暗褐綠色,1,,,UNMAPPED,網苔
植物體呈懸垂狀呈現黃棕色,1,,,UNMAPPED,毛枝苔
植物體呈懸垂狀生長末端呈現勾狀,1,,,UNMAPPED,垂苔
植物體呈扁平匍匐狀,1,,,UNMAPPED,皺葉耳葉蘚
植物體呈挺拔的黃綠色,1,,,UNMAPPED,絲帶苔
植物體呈斜生具有黃綠色光澤,1,,,UNMAPPED,尖葉油苔
植物體呈暗綠色到黃褐色且叢生,1,leaf_arrangement,basal,contains:叢生,多疣網苔
植物體呈棕色或橄欖色的纖細絲狀,1,,,UNMAPPED,擬圓葉蘚
植物體呈深棕色或黑色,1,,,UNMAPPED,東亞岩生黑苔
植物體呈深綠色且不發亮,1,,,UNMAPPED,擬油苔
植物體呈深綠色可形成緊密的叢生群落,1,leaf_arrangement,basal,contains:叢生,牙緣毛口苔
植物體呈灰綠色到帶一點白色不發亮,1,,,UNMAPPED,粗疣苔
植物體呈灰綠色密集簇生且略帶光澤,1,,,UNMAPPED,八齒苔
植物體呈灰綠色或黃綠色帶褐色光澤,1,,,UNMAPPED,綠葉絹苔
植物體呈灰綠色略具光澤,1,,,UNMAPPED,摺苔
植物體呈灰綠色至黃綠色的小區塊狀,1,,,UNMAPPED,雙齒鞭蘚
植物體呈灰綠色較老部位帶黑色,1,,,UNMAPPED,大灰氣苔
植物體呈現半月形的凹部,1,,,UNMAPPED,淺刻地錢土佐亞種
植物體呈現叢生且樹狀分枝的形態,1,leaf_arrangement,basal,contains:叢生,美姿羽蘚
植物體呈現塔狀分枝結構,1,,,UNMAPPED,塔苔
植物體呈現天鵝絨般的光澤,1,,,UNMAPPED,毛地錢
植物體呈現明顯的羽狀或亞羽狀分枝,1,,,UNMAPPED,黃灰苔
植物體呈現淡白綠色側枝叢生成束,1,leaf_arrangement,basal,contains:叢生,暖地泥炭苔
植物體呈現灰綠色且不發亮,1,,,UNMAPPED,粗錦苔
植物體呈現焰火狀葉片密被向外展開,1,,,UNMAPPED,株苔
植物體呈現白綠色至黃綠色或棕綠色可形成區塊狀,1,,,UNMAPPED,硬指葉蘚
植物體呈現紅棕色至黑棕色,1,,,UNMAPPED,捲莖耳葉
植物體呈現纖細的灰綠色具有二回羽狀分枝,1,,,UNMAPPED,扭葉羽苔
植物體呈現規則多回羽狀分枝,1,,,UNMAPPED,大羽苔
植物體呈現規則羽狀分枝,1,,,UNMAPPED,暗綠灰苔
植物體呈現長匍匐且規則分枝的形態,1,,,UNMAPPED,安藤氏平梳苔
植物體呈現鮮肉質狀,1,leaf_texture,succulent,rule:texture,布氏燭苔蘚
植物體呈現黃綠色至紅綠色且略帶光澤,1,,,UNMAPPED,蘇氏多色絹苔
植物體呈現黃綠色質地纖細,1,,,UNMAPPED,懸苔
植物體呈現黑綠色橄欖綠或棕色的成片狀,1,,,UNMAPPED,毛耳葉蘚爪哇亞種
植物體呈疏鬆貼伏於基質的形態,1,,,UNMAPPED,摺葉苔
植物體呈白色且少見光澤,1,,,UNMAPPED,淡色同葉苔
植物體呈直立且矮小,1,,,UNMAPPED,黑色紫萼苔
植物體呈細長狀,1,,,UNMAPPED,瓦葉銀苔
植物體呈緊密的墊狀顏色淺綠色,1,,,UNMAPPED,庭園白髮苔
植物體呈纖細條狀顏色從黃綠色到黑褐色,1,,,UNMAPPED,扭葉松蘿苔
植物體呈纖細的暗褐綠色無光澤,1,,,UNMAPPED,長葉扭葉苔
植物體呈纖細黃綠色密集叢生,1,leaf_arrangement,basal,contains:叢生,柱蒴立膜苔
植物體呈草蓆狀群生於低地岩石或土上,1,,,UNMAPPED,尖葉扁萼蘚
植物體呈草蓆狀群生於腐木或石灰岩石上,1,,,UNMAPPED,分瓣合葉蘚
植物體呈蔓生匍匐狀,1,,,UNMAPPED,毛扭粗苔
植物體呈金黃色有光澤且纖細,1,,,UNMAPPED,東亞比賴苔
植物體呈長匍匐狀不規則分枝且具光澤,1,,,UNMAPPED,菲律賓粗枝苔
植物體呈長匍匐狀且具有光澤,1,,,UNMAPPED,多變粗枝苔
植物體呈長匍匐狀且具金屬光澤,1,,,UNMAPPED,齒葉白齒苔
植物體呈長匍匐狀密生於基質,1,,,UNMAPPED,大竹苔
植物體呈長匍匐狀顏色鮮綠色且老部組織黑色,1,,,UNMAPPED,粗毛扭葉苔
植物體呈長匍匐蔓生且懸垂的形態,1,,,UNMAPPED,四川絲帶苔
植物體呈長匍匐蔓生形態,1,,,UNMAPPED,絲帶苔
植物體呈黃棕色成叢生長,1,leaf_arrangement,basal,contains:叢生,鈍扁葉蘚
植物體呈黃綠色,1,,,UNMAPPED,長枝砂苔
植物體呈黃綠色具有匍匐斜上生長的形態,1,,,UNMAPPED,長葉砂苔
植物體呈黃色或紅褐色,1,,,UNMAPPED,蛇菰屬
植物體呈黃褐色到褐綠色略帶光澤,1,,,UNMAPPED,傅氏灰苔
植物體基部密被假根,1,,,UNMAPPED,日本曲尾苔
植物體堅挺且深綠色不會發亮,1,,,UNMAPPED,美喙苔
植物體堅挺有光澤且呈黃褐色到綠褐色,1,,,UNMAPPED,赤莖苔
植物體大型且發亮呈灰綠色,1,,,UNMAPPED,狹網美喙苔
植物體大型叢生,1,leaf_arrangement,basal,contains:叢生,皺葉仙鶴苔
植物體大型柔軟黃色到黃褐色略具光澤,1,,,UNMAPPED,寮國毛扭苔
植物體大型顏色從綠色到灰綠色,1,,,UNMAPPED,樹形王苔
植物體大型高可達100mm,1,,,UNMAPPED,扭葉小金髮苔
植物體小叢生,1,leaf_arrangement,basal,contains:叢生,黃葉鳳尾苔
植物體小型且直立,1,,,UNMAPPED,捲葉叢本苔
植物體小而密生呈現黃綠色,1,,,UNMAPPED,小扭葉苔
植物體常有腺體,1,,,UNMAPPED,紫茉莉科
植物體形成鬆散且互相糾纏的墊狀,1,,,UNMAPPED,傅氏長喙苔
植物體懸垂,1,,,UNMAPPED,蔓苔
植物體斜生且具光澤,1,,,UNMAPPED,大葉鳳尾苔
植物體有腺體,1,,,UNMAPPED,楊梅科
植物體末端懸垂呈匍匐生長形態,1,,,UNMAPPED,懸苔
植物體柔細黃綠色群生於枯枝或附生於其他葉附生苔蘚上,1,,,UNMAPPED,陳氏唇鱗蘚
植物體柔細黃綠色長約8毫米,1,,,UNMAPPED,陳氏唇鱗蘚
植物體柔軟灰綠色並略具光澤,1,,,UNMAPPED,菲律賓耳平苔
植物體深綠色且不發亮,1,,,UNMAPPED,平葉偏蒴苔
植物體漂浮於水面,1,,,UNMAPPED,羽葉滿江紅
植物體直立,1,,,UNMAPPED,疣小金髮苔
植物體直立且體型較大,1,,,UNMAPPED,小金髮苔
植物體直立基部密被假根,1,,,UNMAPPED,大葉苔
植物體直立體型較小,1,,,UNMAPPED,仙鶴苔
植物體直立高約3公分,1,,,UNMAPPED,台灣縮葉苔
植物體矮小,1,,,UNMAPPED,日本曲柄苔
植物體矮小密集叢生高度約10-15毫米,1,leaf_arrangement,basal,contains:叢生,捲葉濕地苔
植物體粗壯堅挺具光澤,1,,,UNMAPPED,南木苔
植物體粗壯大型且顏色可變為褐色或褐綠色,1,,,UNMAPPED,日本小金髮苔
植物體粗壯深綠色且不發亮,1,,,UNMAPPED,短月苔
植物體粗壯黃綠色且發亮,1,,,UNMAPPED,繩苔
植物體粗大呈黃綠色到褐綠色,1,,,UNMAPPED,木毛苔
植物體紅棕或黃棕色密集成片狀,1,,,UNMAPPED,密瓣耳葉蘚
植物體紅棕色,1,,,UNMAPPED,雲南耳葉蘚
植物體紅棕色至棕色,1,,,UNMAPPED,鋸片耳葉蘚
植物體細長且多少發亮,1,,,UNMAPPED,柔質比賴苔
植物體綠色到略帶點褐色,1,,,UNMAPPED,異形鳳尾苔
植物體綠色至黃綠色,1,,,UNMAPPED,厚角鞭蘚Bazzania
植物體緊密叢生呈深綠色,1,leaf_arrangement,basal,contains:叢生,印度網苔
植物體群生於潮濕岩石或腐木上,1,,,UNMAPPED,纖毛帶葉蘚
植物體顏色呈淡綠至鮮綠色,1,,,UNMAPPED,長葉擬白髮苔
